odtaz_timeslot,o2d_taz,timeslot,ODcount
"65-相门桥,9-17",65-相门桥,9-17,6
"65-新市桥,7-9",65-新市桥,7-9,6
"65-151,9-17",65-151,9-17,6
"65-159,7-9",65-159,7-9,6
"65-159,9-17",65-159,9-17,6
"65-162,17-19",65-162,17-19,6
"65-180,0-7",65-180,0-7,6
"65-199,7-9",65-199,7-9,6
"65-人民桥,17-19",65-人民桥,17-19,12
"65-人民桥,9-17",65-人民桥,9-17,12
"65-204,19-24",65-204,19-24,6
"65-206,17-19",65-206,17-19,6
"65-24,9-17",65-24,9-17,6
"65-3,19-24",65-3,19-24,12
"65-3,7-9",65-3,7-9,24
"65-3,9-17",65-3,9-17,18
"65-33,9-17",65-33,9-17,6
"65-47,9-17",65-47,9-17,6
"65-61,9-17",65-61,9-17,6
"66-104,9-17",66-104,9-17,6
"66-18,0-7",66-18,0-7,6
"66-90,17-19",66-90,17-19,6
"66-葑门桥,9-17",66-葑门桥,9-17,6
"67-1008,17-19",67-1008,17-19,6
"67-67,17-19",67-67,17-19,6
"67-80,9-17",67-80,9-17,6
"67-81,19-24",67-81,19-24,6
"68-惠济桥,0-7",68-惠济桥,0-7,6
"68-1009,9-17",68-1009,9-17,6
"68-104,17-19",68-104,17-19,6
"68-140,0-7",68-140,0-7,6
"69-1007,7-9",69-1007,7-9,6
"69-1009,19-24",69-1009,19-24,6
"69-104,7-9",69-104,7-9,6
"69-104,9-17",69-104,9-17,6
"69-169,9-17",69-169,9-17,6
"69-181,9-17",69-181,9-17,6
"69-35,9-17",69-35,9-17,6
"69-39,19-24",69-39,19-24,6
"69-43,7-9",69-43,7-9,6
"69-62,9-17",69-62,9-17,6
"69-63,9-17",69-63,9-17,6
"69-71,7-9",69-71,7-9,6
"69-71,9-17",69-71,9-17,6
"惠济桥-惠济桥,0-7",惠济桥-惠济桥,0-7,6
"惠济桥-惠济桥,17-19",惠济桥-惠济桥,17-19,18
"惠济桥-惠济桥,19-24",惠济桥-惠济桥,19-24,24
"惠济桥-惠济桥,7-9",惠济桥-惠济桥,7-9,12
"惠济桥-惠济桥,9-17",惠济桥-惠济桥,9-17,42
"惠济桥-阊门桥,17-19",惠济桥-阊门桥,17-19,36
"惠济桥-阊门桥,19-24",惠济桥-阊门桥,19-24,36
"惠济桥-阊门桥,7-9",惠济桥-阊门桥,7-9,54
"惠济桥-阊门桥,9-17",惠济桥-阊门桥,9-17,60
"惠济桥-1001,19-24",惠济桥-1001,19-24,6
"惠济桥-1001,9-17",惠济桥-1001,9-17,6
"惠济桥-1002,9-17",惠济桥-1002,9-17,6
"惠济桥-1003,0-7",惠济桥-1003,0-7,6
"惠济桥-1003,17-19",惠济桥-1003,17-19,12
"惠济桥-1003,7-9",惠济桥-1003,7-9,12
"惠济桥-1003,9-17",惠济桥-1003,9-17,12
"惠济桥-1004,17-19",惠济桥-1004,17-19,6
"惠济桥-1005,0-7",惠济桥-1005,0-7,6
"惠济桥-1008,17-19",惠济桥-1008,17-19,6
"惠济桥-1008,19-24",惠济桥-1008,19-24,6
"惠济桥-1008,7-9",惠济桥-1008,7-9,12
"惠济桥-1008,9-17",惠济桥-1008,9-17,6
"惠济桥-1009,0-7",惠济桥-1009,0-7,6
"惠济桥-1009,17-19",惠济桥-1009,17-19,6
"惠济桥-1009,19-24",惠济桥-1009,19-24,12
"惠济桥-1009,7-9",惠济桥-1009,7-9,6
"惠济桥-1009,9-17",惠济桥-1009,9-17,24
"惠济桥-101,0-7",惠济桥-101,0-7,6
"惠济桥-101,19-24",惠济桥-101,19-24,6
"惠济桥-景德桥,0-7",惠济桥-景德桥,0-7,6
"惠济桥-1011,7-9",惠济桥-1011,7-9,6
"惠济桥-1011,9-17",惠济桥-1011,9-17,6
"惠济桥-1013,17-19",惠济桥-1013,17-19,12
"惠济桥-1013,19-24",惠济桥-1013,19-24,30
"惠济桥-1013,7-9",惠济桥-1013,7-9,6
"惠济桥-1013,9-17",惠济桥-1013,9-17,54
"惠济桥-阊门桥,19-24",惠济桥-阊门桥,19-24,6
"惠济桥-阊门桥,9-17",惠济桥-阊门桥,9-17,12
"惠济桥-104,19-24",惠济桥-104,19-24,6
"惠济桥-104,7-9",惠济桥-104,7-9,6
"惠济桥-104,9-17",惠济桥-104,9-17,6
"惠济桥-相门桥,19-24",惠济桥-相门桥,19-24,6
"惠济桥-相门桥,9-17",惠济桥-相门桥,9-17,12
"惠济桥-姑胥桥,19-24",惠济桥-姑胥桥,19-24,6
"惠济桥-姑胥桥,9-17",惠济桥-姑胥桥,9-17,6
"惠济桥-姑胥桥,9-17",惠济桥-姑胥桥,9-17,12
"惠济桥-116,19-24",惠济桥-116,19-24,6
"惠济桥-117,19-24",惠济桥-117,19-24,6
"惠济桥-新市桥,0-7",惠济桥-新市桥,0-7,6
"惠济桥-新市桥,9-17",惠济桥-新市桥,9-17,18
"惠济桥-相门桥,0-7",惠济桥-相门桥,0-7,18
"惠济桥-131,0-7",惠济桥-131,0-7,6
"惠济桥-131,17-19",惠济桥-131,17-19,6
"惠济桥-131,9-17",惠济桥-131,9-17,6
"惠济桥-140,17-19",惠济桥-140,17-19,6
"惠济桥-新市桥,17-19",惠济桥-新市桥,17-19,12
"惠济桥-新市桥,19-24",惠济桥-新市桥,19-24,18
"惠济桥-新市桥,7-9",惠济桥-新市桥,7-9,6
"惠济桥-新市桥,9-17",惠济桥-新市桥,9-17,12
"惠济桥-144,0-7",惠济桥-144,0-7,6
"惠济桥-144,19-24",惠济桥-144,19-24,12
"惠济桥-144,9-17",惠济桥-144,9-17,12
"惠济桥-146,9-17",惠济桥-146,9-17,6
"惠济桥-147,0-7",惠济桥-147,0-7,6
"惠济桥-人民桥,0-7",惠济桥-人民桥,0-7,6
"惠济桥-人民桥,9-17",惠济桥-人民桥,9-17,6
"惠济桥-164,0-7",惠济桥-164,0-7,6
"惠济桥-164,19-24",惠济桥-164,19-24,6
"惠济桥-164,7-9",惠济桥-164,7-9,6
"惠济桥-164,9-17",惠济桥-164,9-17,12
"惠济桥-165,19-24",惠济桥-165,19-24,12
"惠济桥-金门路,19-24",惠济桥-金门路,19-24,24
"惠济桥-金门路,7-9",惠济桥-金门路,7-9,6
"惠济桥-金门路,9-17",惠济桥-金门路,9-17,18
"惠济桥-18,9-17",惠济桥-18,9-17,6
"惠济桥-181,7-9",惠济桥-181,7-9,6
"惠济桥-景德桥,19-24",惠济桥-景德桥,19-24,6
"惠济桥-葑门桥,9-17",惠济桥-葑门桥,9-17,6
"惠济桥-葑门桥,0-7",惠济桥-葑门桥,0-7,12
"惠济桥-198,9-17",惠济桥-198,9-17,12
"惠济桥-199,0-7",惠济桥-199,0-7,6
"惠济桥-199,9-17",惠济桥-199,9-17,6
"惠济桥-2,0-7",惠济桥-2,0-7,18
"惠济桥-2,17-19",惠济桥-2,17-19,30
"惠济桥-2,19-24",惠济桥-2,19-24,36
"惠济桥-2,7-9",惠济桥-2,7-9,60
"惠济桥-2,9-17",惠济桥-2,9-17,78
"惠济桥-20,17-19",惠济桥-20,17-19,6
"惠济桥-20,9-17",惠济桥-20,9-17,6
"惠济桥-200,0-7",惠济桥-200,0-7,6
"惠济桥-200,9-17",惠济桥-200,9-17,6
"惠济桥-人民桥,0-7",惠济桥-人民桥,0-7,6
"惠济桥-人民桥,17-19",惠济桥-人民桥,17-19,12
"惠济桥-人民桥,19-24",惠济桥-人民桥,19-24,18
"惠济桥-人民桥,9-17",惠济桥-人民桥,9-17,24
"惠济桥-人民桥,0-7",惠济桥-人民桥,0-7,6
"惠济桥-人民桥,19-24",惠济桥-人民桥,19-24,6
"惠济桥-人民桥,7-9",惠济桥-人民桥,7-9,6
"惠济桥-204,19-24",惠济桥-204,19-24,6
"惠济桥-竹辉路,19-24",惠济桥-竹辉路,19-24,18
"惠济桥-竹辉路,9-17",惠济桥-竹辉路,9-17,12
"惠济桥-206,19-24",惠济桥-206,19-24,12
"惠济桥-206,9-17",惠济桥-206,9-17,12
"惠济桥-金门路,0-7",惠济桥-金门路,0-7,6
"惠济桥-金门路,17-19",惠济桥-金门路,17-19,12
"惠济桥-金门路,9-17",惠济桥-金门路,9-17,24
"惠济桥-22,0-7",惠济桥-22,0-7,12
"惠济桥-22,17-19",惠济桥-22,17-19,12
"惠济桥-22,19-24",惠济桥-22,19-24,6
"惠济桥-22,7-9",惠济桥-22,7-9,6
"惠济桥-22,9-17",惠济桥-22,9-17,42
"惠济桥-25,19-24",惠济桥-25,19-24,6
"惠济桥-25,9-17",惠济桥-25,9-17,6
"惠济桥-3,0-7",惠济桥-3,0-7,36
"惠济桥-3,17-19",惠济桥-3,17-19,102
"惠济桥-3,19-24",惠济桥-3,19-24,66
"惠济桥-3,7-9",惠济桥-3,7-9,72
"惠济桥-3,9-17",惠济桥-3,9-17,210
"惠济桥-30,9-17",惠济桥-30,9-17,6
"惠济桥-干将桥（干将西路）,9-17",惠济桥-干将桥（干将西路）,9-17,12
"惠济桥-33,0-7",惠济桥-33,0-7,6
"惠济桥-33,17-19",惠济桥-33,17-19,6
"惠济桥-33,9-17",惠济桥-33,9-17,6
"惠济桥-39,0-7",惠济桥-39,0-7,6
"惠济桥-39,17-19",惠济桥-39,17-19,6
"惠济桥-44,7-9",惠济桥-44,7-9,6
"惠济桥-齐门桥,0-7",惠济桥-齐门桥,0-7,6
"惠济桥-齐门桥,17-19",惠济桥-齐门桥,17-19,60
"惠济桥-齐门桥,19-24",惠济桥-齐门桥,19-24,36
"惠济桥-齐门桥,7-9",惠济桥-齐门桥,7-9,18
"惠济桥-齐门桥,9-17",惠济桥-齐门桥,9-17,132
"惠济桥-47,0-7",惠济桥-47,0-7,18
"惠济桥-47,17-19",惠济桥-47,17-19,78
"惠济桥-47,19-24",惠济桥-47,19-24,72
"惠济桥-47,7-9",惠济桥-47,7-9,132
"惠济桥-47,9-17",惠济桥-47,9-17,198
"惠济桥-54,9-17",惠济桥-54,9-17,6
"惠济桥-55,19-24",惠济桥-55,19-24,6
"惠济桥-58,19-24",惠济桥-58,19-24,6
"惠济桥-惠济桥,9-17",惠济桥-惠济桥,9-17,18
"惠济桥-8,0-7",惠济桥-8,0-7,6
"惠济桥-82,9-17",惠济桥-82,9-17,6
"惠济桥-齐门桥,0-7",惠济桥-齐门桥,0-7,6
"惠济桥-齐门桥,17-19",惠济桥-齐门桥,17-19,120
"惠济桥-齐门桥,19-24",惠济桥-齐门桥,19-24,186
"惠济桥-齐门桥,7-9",惠济桥-齐门桥,7-9,180
"惠济桥-齐门桥,9-17",惠济桥-齐门桥,9-17,264
"惠济桥-娄门桥,0-7",惠济桥-娄门桥,0-7,42
"惠济桥-娄门桥,17-19",惠济桥-娄门桥,17-19,42
"惠济桥-娄门桥,19-24",惠济桥-娄门桥,19-24,30
"惠济桥-娄门桥,7-9",惠济桥-娄门桥,7-9,42
"惠济桥-娄门桥,9-17",惠济桥-娄门桥,9-17,42
"惠济桥-85,0-7",惠济桥-85,0-7,78
"惠济桥-85,17-19",惠济桥-85,17-19,204
"惠济桥-85,19-24",惠济桥-85,19-24,264
"惠济桥-85,7-9",惠济桥-85,7-9,222
"惠济桥-85,9-17",惠济桥-85,9-17,450
"惠济桥-86,17-19",惠济桥-86,17-19,6
"惠济桥-86,9-17",惠济桥-86,9-17,6
"惠济桥-87,0-7",惠济桥-87,0-7,18
"惠济桥-87,19-24",惠济桥-87,19-24,6
"惠济桥-87,7-9",惠济桥-87,7-9,18
"惠济桥-87,9-17",惠济桥-87,9-17,6
"惠济桥-89,19-24",惠济桥-89,19-24,6
"惠济桥-89,9-17",惠济桥-89,9-17,18
"惠济桥-娄门桥,17-19",惠济桥-娄门桥,17-19,6
"惠济桥-99,9-17",惠济桥-99,9-17,6
"70-惠济桥,9-17",70-惠济桥,9-17,6
"70-姑胥桥,9-17",70-姑胥桥,9-17,26
"70-12,0-7",70-12,0-7,6
"70-134,7-9",70-134,7-9,26
"70-葑门桥,19-24",70-葑门桥,19-24,26
"70-人民桥,0-7",70-人民桥,0-7,26
"70-金门路,0-7",70-金门路,0-7,6
"70-干将桥（干将西路）,9-17",70-干将桥（干将西路）,9-17,26
"70-33,0-7",70-33,0-7,26
"70-33,7-9",70-33,7-9,26
"70-惠济桥,0-7",70-惠济桥,0-7,6
"70-齐门桥,0-7",70-齐门桥,0-7,6
"71-阊门桥,9-17",71-阊门桥,9-17,6
"71-104,19-24",71-104,19-24,6
"71-144,0-7",71-144,0-7,6
"71-163,9-17",71-163,9-17,6
"71-181,9-17",71-181,9-17,6
"71-3,7-9",71-3,7-9,6
"71-3,9-17",71-3,9-17,6
"71-干将桥（干将西路）,9-17",71-干将桥（干将西路）,9-17,6
"71-41,19-24",71-41,19-24,6
"71-47,7-9",71-47,7-9,6
"71-54,0-7",71-54,0-7,6
"71-62,9-17",71-62,9-17,6
"71-63,0-7",71-63,0-7,6
"71-惠济桥,7-9",71-惠济桥,7-9,6
"71-76,7-9",71-76,7-9,6
"71-77,9-17",71-77,9-17,6
"72-24,9-17",72-24,9-17,6
"72-34,9-17",72-34,9-17,6
"72-6,7-9",72-6,7-9,6
"72-73,0-7",72-73,0-7,6
"73-惠济桥,0-7",73-惠济桥,0-7,6
"73-1009,0-7",73-1009,0-7,26
"73-阊门桥,19-24",73-阊门桥,19-24,6
"73-117,9-17",73-117,9-17,26
"73-123,19-24",73-123,19-24,26
"73-新市桥,9-17",73-新市桥,9-17,26
"73-165,19-24",73-165,19-24,26
"73-199,19-24",73-199,19-24,26
"73-20,9-17",73-20,9-17,6
"73-金门路,9-17",73-金门路,9-17,6
"73-33,19-24",73-33,19-24,26
"73-35,9-17",73-35,9-17,26
"73-干将桥（干将西路）,9-17",73-干将桥（干将西路）,9-17,26
"73-齐门桥,0-7",73-齐门桥,0-7,6
"73-70,9-17",73-70,9-17,26
"73-71,19-24",73-71,19-24,6
"73-74,19-24",73-74,19-24,6
"73-齐门桥,19-24",73-齐门桥,19-24,6
"73-娄门桥,0-7",73-娄门桥,0-7,6
"73-87,9-17",73-87,9-17,6
"74-101,9-17",74-101,9-17,6
"74-阊门桥,17-19",74-阊门桥,17-19,6
"74-164,19-24",74-164,19-24,6
"74-人民桥,0-7",74-人民桥,0-7,6
"74-人民桥,19-24",74-人民桥,19-24,6
"74-人民桥,0-7",74-人民桥,0-7,6
"74-204,19-24",74-204,19-24,6
"74-39,0-7",74-39,0-7,6
"74-惠济桥,7-9",74-惠济桥,7-9,6
"74-41,19-24",74-41,19-24,6
"74-47,7-9",74-47,7-9,6
"74-76,19-24",74-76,19-24,6
"74-娄门桥,0-7",74-娄门桥,0-7,6
"74-娄门桥,7-9",74-娄门桥,7-9,6
"74-85,0-7",74-85,0-7,6
"74-86,17-19",74-86,17-19,6
"74-86,19-24",74-86,19-24,6
"75-1013,0-7",75-1013,0-7,6
"75-相门桥,0-7",75-相门桥,0-7,26
"75-149,19-24",75-149,19-24,26
"75-葑门桥,0-7",75-葑门桥,0-7,26
"75-人民桥,9-17",75-人民桥,9-17,26
"75-3,19-24",75-3,19-24,6
"75-33,9-17",75-33,9-17,26
"75-47,0-7",75-47,0-7,12
"75-75,9-17",75-75,9-17,6
"75-87,19-24",75-87,19-24,6
"76-107,9-17",76-107,9-17,6
"76-132,9-17",76-132,9-17,6
"76-144,19-24",76-144,19-24,6
"76-151,17-19",76-151,17-19,6
"76-151,9-17",76-151,9-17,6
"76-153,9-17",76-153,9-17,6
"76-164,0-7",76-164,0-7,6
"76-180,7-9",76-180,7-9,6
"76-181,7-9",76-181,7-9,6
"76-198,7-9",76-198,7-9,6
"76-198,9-17",76-198,9-17,18
"76-200,19-24",76-200,19-24,6
"76-人民桥,0-7",76-人民桥,0-7,6
"76-人民桥,19-24",76-人民桥,19-24,6
"76-人民桥,9-17",76-人民桥,9-17,18
"76-人民桥,0-7",76-人民桥,0-7,6
"76-人民桥,9-17",76-人民桥,9-17,24
"76-204,17-19",76-204,17-19,12
"76-204,7-9",76-204,7-9,6
"76-204,9-17",76-204,9-17,18
"76-竹辉路,19-24",76-竹辉路,19-24,6
"76-22,0-7",76-22,0-7,6
"76-24,0-7",76-24,0-7,6
"76-3,17-19",76-3,17-19,6
"76-3,19-24",76-3,19-24,24
"76-3,7-9",76-3,7-9,18
"76-3,9-17",76-3,9-17,30
"76-33,9-17",76-33,9-17,6
"76-35,19-24",76-35,19-24,6
"76-39,19-24",76-39,19-24,6
"76-惠济桥,19-24",76-惠济桥,19-24,6
"76-44,9-17",76-44,9-17,6
"76-47,17-19",76-47,17-19,6
"76-63,19-24",76-63,19-24,6
"76-惠济桥,0-7",76-惠济桥,0-7,6
"76-79,9-17",76-79,9-17,12
"76-85,9-17",76-85,9-17,6
"76-96,0-7",76-96,0-7,6
"76-99,7-9",76-99,7-9,6
"77-惠济桥,19-24",77-惠济桥,19-24,6
"77-阊门桥,9-17",77-阊门桥,9-17,6
"77-阊门桥,9-17",77-阊门桥,9-17,6
"77-104,0-7",77-104,0-7,6
"77-12,9-17",77-12,9-17,6
"77-相门桥,9-17",77-相门桥,9-17,6
"77-新市桥,7-9",77-新市桥,7-9,6
"77-144,7-9",77-144,7-9,12
"77-156,17-19",77-156,17-19,6
"77-156,19-24",77-156,19-24,6
"77-156,9-17",77-156,9-17,6
"77-159,0-7",77-159,0-7,6
"77-159,17-19",77-159,17-19,6
"77-162,0-7",77-162,0-7,6
"77-164,19-24",77-164,19-24,6
"77-164,9-17",77-164,9-17,6
"77-181,17-19",77-181,17-19,6
"77-181,7-9",77-181,7-9,6
"77-181,9-17",77-181,9-17,6
"77-184,7-9",77-184,7-9,6
"77-186,19-24",77-186,19-24,6
"77-198,0-7",77-198,0-7,6
"77-198,7-9",77-198,7-9,6
"77-198,9-17",77-198,9-17,6
"77-199,0-7",77-199,0-7,6
"77-2,19-24",77-2,19-24,6
"77-200,0-7",77-200,0-7,6
"77-人民桥,0-7",77-人民桥,0-7,6
"77-人民桥,7-9",77-人民桥,7-9,6
"77-人民桥,9-17",77-人民桥,9-17,12
"77-人民桥,9-17",77-人民桥,9-17,18
"77-204,0-7",77-204,0-7,6
"77-204,9-17",77-204,9-17,6
"77-南园桥,17-19",77-南园桥,17-19,6
"77-22,9-17",77-22,9-17,6
"77-3,17-19",77-3,17-19,12
"77-3,19-24",77-3,19-24,12
"77-3,7-9",77-3,7-9,6
"77-3,9-17",77-3,9-17,12
"77-惠济桥,0-7",77-惠济桥,0-7,6
"77-平门桥,19-24",77-平门桥,19-24,6
"77-55,9-17",77-55,9-17,6
"77-58,0-7",77-58,0-7,6
"77-63,0-7",77-63,0-7,6
"77-63,9-17",77-63,9-17,6
"77-70,17-19",77-70,17-19,6
"77-71,0-7",77-71,0-7,6
"77-齐门桥,9-17",77-齐门桥,9-17,6
"77-娄门桥,0-7",77-娄门桥,0-7,6
"78-125,0-7",78-125,0-7,26
"79-1002,9-17",79-1002,9-17,6
"79-1003,17-19",79-1003,17-19,6
"79-1009,19-24",79-1009,19-24,6
"79-景德桥,17-19",79-景德桥,17-19,6
"79-104,7-9",79-104,7-9,6
"79-104,9-17",79-104,9-17,6
"79-107,7-9",79-107,7-9,6
"79-110,19-24",79-110,19-24,6
"79-相门桥,17-19",79-相门桥,17-19,6
"79-124,19-24",79-124,19-24,6
"79-新市桥,19-24",79-新市桥,19-24,6
"79-140,9-17",79-140,9-17,6
"79-新市桥,0-7",79-新市桥,0-7,6
"79-153,19-24",79-153,19-24,6
"79-竹辉路,0-7",79-竹辉路,0-7,6
"79-161,19-24",79-161,19-24,6
"79-金门路,0-7",79-金门路,0-7,6
"79-182,9-17",79-182,9-17,6
"79-2,9-17",79-2,9-17,6
"79-人民桥,9-17",79-人民桥,9-17,6
"79-26,9-17",79-26,9-17,6
"79-3,19-24",79-3,19-24,6
"79-干将桥（干将西路）,19-24",79-干将桥（干将西路）,19-24,6
"79-齐门桥,17-19",79-齐门桥,17-19,6
"79-47,0-7",79-47,0-7,12
"79-47,17-19",79-47,17-19,6
"79-47,19-24",79-47,19-24,6
"79-67,0-7",79-67,0-7,6
"79-73,17-19",79-73,17-19,6
"79-79,17-19",79-79,17-19,6
"79-79,9-17",79-79,9-17,6
"79-81,19-24",79-81,19-24,6
"79-85,17-19",79-85,17-19,6
"79-87,9-17",79-87,9-17,6
"8-惠济桥,19-24",8-惠济桥,19-24,6
"8-1004,0-7",8-1004,0-7,6
"8-1008,7-9",8-1008,7-9,6
"8-1009,9-17",8-1009,9-17,6
"8-104,7-9",8-104,7-9,6
"8-相门桥,7-9",8-相门桥,7-9,6
"8-146,9-17",8-146,9-17,6
"8-金门路,7-9",8-金门路,7-9,6
"8-2,19-24",8-2,19-24,6
"8-2,9-17",8-2,9-17,6
"8-3,0-7",8-3,0-7,6
"8-3,17-19",8-3,17-19,6
"8-3,9-17",8-3,9-17,6
"8-齐门桥,19-24",8-齐门桥,19-24,12
"8-55,9-17",8-55,9-17,6
"8-惠济桥,19-24",8-惠济桥,19-24,6
"8-惠济桥,9-17",8-惠济桥,9-17,12
"8-娄门桥,17-19",8-娄门桥,17-19,6
"8-85,0-7",8-85,0-7,6
"8-85,17-19",8-85,17-19,12
"8-85,19-24",8-85,19-24,6
"8-85,9-17",8-85,9-17,12
"80-阊门桥,19-24",80-阊门桥,19-24,6
"80-100,7-9",80-100,7-9,6
"80-1003,19-24",80-1003,19-24,6
"80-104,17-19",80-104,17-19,6
"80-107,0-7",80-107,0-7,6
"80-107,9-17",80-107,9-17,6
"80-竹辉路,19-24",80-竹辉路,19-24,6
"80-199,9-17",80-199,9-17,6
"80-人民桥,17-19",80-人民桥,17-19,6
"80-79,0-7",80-79,0-7,6
"80-80,19-24",80-80,19-24,6
"80-平门桥,7-9",80-平门桥,7-9,6
"81-惠济桥,0-7",81-惠济桥,0-7,6
"81-1009,0-7",81-1009,0-7,6
"81-1009,17-19",81-1009,17-19,6
"81-1009,19-24",81-1009,19-24,6
"81-104,0-7",81-104,0-7,6
"81-104,19-24",81-104,19-24,6
"81-107,0-7",81-107,0-7,6
"81-107,9-17",81-107,9-17,6
"81-109,17-19",81-109,17-19,6
"81-112,19-24",81-112,19-24,6
"81-姑胥桥,0-7",81-姑胥桥,0-7,6
"81-164,9-17",81-164,9-17,6
"81-171,9-17",81-171,9-17,6
"81-185,9-17",81-185,9-17,12
"81-198,7-9",81-198,7-9,6
"81-2,19-24",81-2,19-24,6
"81-人民桥,17-19",81-人民桥,17-19,6
"81-金门路,9-17",81-金门路,9-17,6
"81-干将桥（干将西路）,7-9",81-干将桥（干将西路）,7-9,6
"81-平门桥,0-7",81-平门桥,0-7,6
"81-82,19-24",81-82,19-24,6
"81-齐门桥,9-17",81-齐门桥,9-17,6
"81-85,19-24",81-85,19-24,12
"81-86,0-7",81-86,0-7,6
"81-87,0-7",81-87,0-7,6
"81-89,19-24",81-89,19-24,6
"81-89,9-17",81-89,9-17,6
"81-99,9-17",81-99,9-17,6
"82-1005,19-24",82-1005,19-24,6
"82-1009,17-19",82-1009,17-19,6
"82-104,0-7",82-104,0-7,6
"82-110,9-17",82-110,9-17,6
"82-新市桥,19-24",82-新市桥,19-24,6
"82-相门桥,7-9",82-相门桥,7-9,6
"82-163,17-19",82-163,17-19,6
"82-景德桥,9-17",82-景德桥,9-17,6
"82-2,19-24",82-2,19-24,6
"82-竹辉路,9-17",82-竹辉路,9-17,6
"82-3,0-7",82-3,0-7,12
"82-齐门桥,7-9",82-齐门桥,7-9,6
"82-47,0-7",82-47,0-7,12
"82-82,0-7",82-82,0-7,6
"82-86,19-24",82-86,19-24,6
"82-87,19-24",82-87,19-24,6
"齐门桥-惠济桥,0-7",齐门桥-惠济桥,0-7,12
"齐门桥-惠济桥,19-24",齐门桥-惠济桥,19-24,18
"齐门桥-惠济桥,9-17",齐门桥-惠济桥,9-17,54
"齐门桥-阊门桥,19-24",齐门桥-阊门桥,19-24,6
"齐门桥-阊门桥,7-9",齐门桥-阊门桥,7-9,12
"齐门桥-阊门桥,9-17",齐门桥-阊门桥,9-17,6
"齐门桥-100,7-9",齐门桥-100,7-9,18
"齐门桥-1001,7-9",齐门桥-1001,7-9,6
"齐门桥-1003,0-7",齐门桥-1003,0-7,6
"齐门桥-1003,19-24",齐门桥-1003,19-24,6
"齐门桥-1004,7-9",齐门桥-1004,7-9,6
"齐门桥-1005,19-24",齐门桥-1005,19-24,6
"齐门桥-1008,9-17",齐门桥-1008,9-17,12
"齐门桥-1009,17-19",齐门桥-1009,17-19,6
"齐门桥-1009,7-9",齐门桥-1009,7-9,12
"齐门桥-1009,9-17",齐门桥-1009,9-17,12
"齐门桥-101,19-24",齐门桥-101,19-24,6
"齐门桥-1013,0-7",齐门桥-1013,0-7,6
"齐门桥-1013,19-24",齐门桥-1013,19-24,36
"齐门桥-1013,7-9",齐门桥-1013,7-9,42
"齐门桥-1013,9-17",齐门桥-1013,9-17,66
"齐门桥-阊门桥,9-17",齐门桥-阊门桥,9-17,6
"齐门桥-104,19-24",齐门桥-104,19-24,6
"齐门桥-104,7-9",齐门桥-104,7-9,6
"齐门桥-104,9-17",齐门桥-104,9-17,12
"齐门桥-108,9-17",齐门桥-108,9-17,6
"齐门桥-相门桥,9-17",齐门桥-相门桥,9-17,6
"齐门桥-姑胥桥,9-17",齐门桥-姑胥桥,9-17,6
"齐门桥-116,19-24",齐门桥-116,19-24,6
"齐门桥-118,19-24",齐门桥-118,19-24,6
"齐门桥-新市桥,0-7",齐门桥-新市桥,0-7,6
"齐门桥-新市桥,7-9",齐门桥-新市桥,7-9,12
"齐门桥-相门桥,19-24",齐门桥-相门桥,19-24,6
"齐门桥-相门桥,9-17",齐门桥-相门桥,9-17,6
"齐门桥-131,17-19",齐门桥-131,17-19,6
"齐门桥-131,9-17",齐门桥-131,9-17,6
"齐门桥-132,19-24",齐门桥-132,19-24,6
"齐门桥-139,7-9",齐门桥-139,7-9,6
"齐门桥-新市桥,9-17",齐门桥-新市桥,9-17,6
"齐门桥-144,9-17",齐门桥-144,9-17,6
"齐门桥-145,9-17",齐门桥-145,9-17,6
"齐门桥-155,19-24",齐门桥-155,19-24,6
"齐门桥-157,17-19",齐门桥-157,17-19,6
"齐门桥-竹辉路,9-17",齐门桥-竹辉路,9-17,6
"齐门桥-162,19-24",齐门桥-162,19-24,6
"齐门桥-162,9-17",齐门桥-162,9-17,6
"齐门桥-163,17-19",齐门桥-163,17-19,6
"齐门桥-164,0-7",齐门桥-164,0-7,6
"齐门桥-164,19-24",齐门桥-164,19-24,6
"齐门桥-164,7-9",齐门桥-164,7-9,12
"齐门桥-164,9-17",齐门桥-164,9-17,6
"齐门桥-165,19-24",齐门桥-165,19-24,12
"齐门桥-165,9-17",齐门桥-165,9-17,6
"齐门桥-金门路,7-9",齐门桥-金门路,7-9,6
"齐门桥-181,7-9",齐门桥-181,7-9,6
"齐门桥-181,9-17",齐门桥-181,9-17,6
"齐门桥-186,0-7",齐门桥-186,0-7,6
"齐门桥-188,19-24",齐门桥-188,19-24,6
"齐门桥-景德桥,0-7",齐门桥-景德桥,0-7,6
"齐门桥-景德桥,19-24",齐门桥-景德桥,19-24,6
"齐门桥-景德桥,9-17",齐门桥-景德桥,9-17,6
"齐门桥-193,0-7",齐门桥-193,0-7,6
"齐门桥-葑门桥,9-17",齐门桥-葑门桥,9-17,12
"齐门桥-198,19-24",齐门桥-198,19-24,6
"齐门桥-2,17-19",齐门桥-2,17-19,6
"齐门桥-2,19-24",齐门桥-2,19-24,12
"齐门桥-2,7-9",齐门桥-2,7-9,6
"齐门桥-2,9-17",齐门桥-2,9-17,18
"齐门桥-20,19-24",齐门桥-20,19-24,6
"齐门桥-人民桥,17-19",齐门桥-人民桥,17-19,6
"齐门桥-人民桥,19-24",齐门桥-人民桥,19-24,18
